history,L,count,p_emp,p_model,p_calibrated
01100,5,2155,0.5044083595275879,0.6272280812263489,
011000,6,1068,0.5131086111068726,0.6399428844451904,
0110000,7,520,0.47884616255760193,0.6434082984924316,
01100000,8,271,0.43911439180374146,0.6423689126968384,
01100001,8,249,1.0,0.6871419548988342,
0110001,7,548,1.0,0.6824470162391663,
01100011,8,548,0.529197096824646,0.6733919978141785,
011001,6,1087,1.0,0.6786899566650391,
0110011,7,1087,0.48114076256752014,0.6704018115997314,
01100110,8,564,0.5017730593681335,0.6188786029815674,
01100111,8,523,1.0,0.6606050729751587,
01101,5,2089,1.0,0.6727049350738525,
011011,6,2089,0.5069411396980286,0.6682788729667664,
0110110,7,1030,0.4883495271205902,0.619803786277771,
01101100,8,527,0.5237191915512085,0.6324073672294617,
01101101,8,503,1.0,0.6679942607879639,
0110111,7,1059,1.0,0.6594952940940857,
01101111,8,1059,0.493862122297287,0.661722719669342,
0111,4,4154,1.0,0.6671390533447266,
01111,5,4154,0.494463175535202,0.6627076864242554,
011110,6,2100,0.5152381062507629,0.6294644474983215,
0111100,7,1018,0.4754420518875122,0.637090265750885,
01111000,8,534,0.5112359523773193,0.6397736072540283,
01111001,8,484,1.0,0.6744383573532104,
0111101,7,1082,1.0,0.6701709628105164,
01111011,8,1082,0.49722737073898315,0.6648425459861755,
011111,6,2054,1.0,0.6639582514762878,
0111111,7,2054,0.49756571650505066,0.6647555828094482,
01111110,8,1032,0.4990310072898865,0.640440821647644,
01111111,8,1022,1.0,0.6656405925750732,
1,1,33233,0.7472993731498718,0.687717854976654,
10,2,8398,0.5041676759719849,0.6218385100364685,
100,3,4164,0.5,0.6272169947624207,
1000,4,2082,0.5028818249702454,0.6404334902763367,
10000,5,1035,0.4898550808429718,0.6456546187400818,
100000,6,528,0.46590909361839294,0.6462384462356567,
1000000,7,282,0.5,0.6459527015686035,
10000000,8,141,0.5531914830207825,0.6532872915267944,
10000001,8,141,1.0,0.7006011605262756,
1000001,7,246,1.0,0.6914188861846924,
10000011,8,246,0.4796747863292694,0.6832587122917175,
100001,6,507,1.0,0.6871216893196106,
1000011,7,507,0.483234703540802,0.6780306696891785,
10000110,8,262,0.5,0.6082637310028076,
10000111,8,245,1.0,0.6665369868278503,
10001,5,1047,1.0,0.6845974922180176,
100011,6,1047,0.5090735554695129,0.6751465797424316,
1000110,7,514,0.4630350172519684,0.6144054532051086,
10001100,8,276,0.5289855003356934,0.6274529695510864,
10001101,8,238,1.0,0.6739493012428284,
1000111,7,533,1.0,0.6642321944236755,
10001111,8,533,0.46904316544532776,0.6645696759223938,
1001,4,2082,1.0,0.681839644908905,
10011,5,2082,0.49039384722709656,0.6732082962989807,
100110,6,1061,0.5212064385414124,0.6140769720077515,
1001100,7,508,0.48622047901153564,0.629224956035614,
10011000,8,261,0.5134099721908569,0.6420398354530334,
10011001,8,247,1.0,0.6820203065872192,
1001101,7,553,1.0,0.670092761516571,
10011011,8,553,0.4972875118255615,0.6680888533592224,
100111,6,1021,1.0,0.6620588302612305,
1001111,7,1021,0.5073457360267639,0.6624299883842468,
10011110,8,503,0.5308151245117188,0.634878396987915,
10011111,8,518,1.0,0.6677810549736023,
101,3,4234,1.0,0.6782019734382629,
1011,4,4233,0.4977557361125946,0.6713339686393738,
10110,5,2126,0.4882408380508423,0.6152985095977783,
101100,6,1088,0.515625,0.629798948764801,
1011000,7,527,0.4876660406589508,0.6388301849365234,
10110000,8,270,0.4481481611728668,0.6453288793563843,
10110001,8,257,1.0,0.6872230768203735,
1011001,7,561,1.0,0.6770277619361877,
10110011,8,561,0.4901960790157318,0.6692473292350769,
101101,6,1038,1.0,0.6692785620689392,
1011011,7,1038,0.5057803392410278,0.6666948795318604,
10110110,8,513,0.4873294234275818,0.6200554966926575,
10110111,8,525,1.0,0.6582780480384827,
10111,5,2107,1.0,0.6615061163902283,
101111,6,2107,0.49833887815475464,0.661234974861145,
1011110,7,1057,0.5146641731262207,0.6350411772727966,
10111100,8,513,0.4600389897823334,0.6408942341804504,
10111101,8,544,1.0,0.6706310510635376,
1011111,7,1050,1.0,0.6653216481208801,
10111111,8,1050,0.5009523630142212,0.6699446439743042,
11,2,24834,0.6618345975875854,0.6782070994377136,
110,3,8398,0.5041676759719849,0.6108348369598389,
1100,4,4164,0.5,0.6272280812263489,
11000,5,2082,0.5028818249702454,0.6399428844451904,
110000,6,1035,0.4898550808429718,0.6434082984924316,
1100000,7,528,0.46590909361839294,0.6423689126968384,
11000000,8,282,0.5,0.651217520236969,
11000001,8,246,1.0,0.7046599984169006,
1100001,7,507,1.0,0.6871419548988342,
11000011,8,507,0.483234703540802,0.682929515838623,
110001,6,1047,1.0,0.6824470162391663,
1100011,7,1047,0.5090735554695129,0.6733919978141785,
11000110,8,514,0.4630350172519684,0.6108739376068115,
11000111,8,533,1.0,0.6653157472610474,
11001,5,2082,1.0,0.6786899566650391,
110011,6,2082,0.49039384722709656,0.6704018115997314,
1100110,7,1061,0.5212064385414124,0.6188786029815674,
11001100,8,508,0.48622047901153564,0.6297503113746643,
11001101,8,553,1.0,0.6746941804885864,
1100111,7,1021,1.0,0.6606050729751587,
11001111,8,1021,0.5073457360267639,0.6664609909057617,
1101,4,4234,1.0,0.6727049350738525,
11011,5,4233,0.4977557361125946,0.6682788729667664,
110110,6,2126,0.4882408380508423,0.619803786277771,
1101100,7,1088,0.515625,0.6324073672294617,
11011000,8,527,0.4876660406589508,0.6409609913825989,
11011001,8,561,1.0,0.6816529631614685,
1101101,7,1038,1.0,0.6679942607879639,
11011011,8,1038,0.5057803392410278,0.6668137311935425,
110111,6,2107,1.0,0.6594952940940857,
1101111,7,2107,0.49833887815475464,0.661722719669342,
11011110,8,1057,0.5146641731262207,0.6375547647476196,
11011111,8,1050,1.0,0.6695790886878967,
111,3,16436,0.7472621202468872,0.6671390533447266,
1110,4,4154,0.5163697600364685,0.6198349595069885,
11100,5,2009,0.4952712655067444,0.6330035924911499,
111000,6,1014,0.4921104609966278,0.6404704451560974,
1110000,7,515,0.5009709000587463,0.6409401297569275,
11100000,8,257,0.4941634237766266,0.6461102962493896,
11100001,8,258,1.0,0.7024976015090942,
1110001,7,499,1.0,0.6811072826385498,
11100011,8,499,0.48697394132614136,0.6785309314727783,
111001,6,995,1.0,0.6762333512306213,
1110011,7,995,0.5005025267601013,0.6685870289802551,
11100110,8,497,0.5432595610618591,0.6144711971282959,
11100111,8,498,1.0,0.6630632877349854,
11101,5,2145,1.0,0.6714935898780823,
111011,6,2144,0.48880597949028015,0.6661666035652161,
1110110,7,1096,0.48813867568969727,0.6241844892501831,
11101100,8,561,0.5080214142799377,0.631382405757904,
11101101,8,535,1.0,0.6726800203323364,
1110111,7,1048,1.0,0.6588068008422852,
11101111,8,1048,0.5028625726699829,0.6658511161804199,
1111,4,12282,0.6617814898490906,0.6627076864242554,
11110,5,4154,0.5163697600364685,0.6294644474983215,
111100,6,2009,0.4952712655067444,0.637090265750885,
1111000,7,1014,0.4921104609966278,0.6397736072540283,
11110000,8,515,0.5009709000587463,0.6399940252304077,
11110001,8,499,1.0,0.694447934627533,
1111001,7,995,1.0,0.6744383573532104,
11110011,8,995,0.5005025267601013,0.670695960521698,
111101,6,2145,1.0,0.6701709628105164,
1111011,7,2144,0.48880597949028015,0.6648425459861755,
11110110,8,1096,0.48813867568969727,0.6198916435241699,
11110111,8,1048,1.0,0.6602635383605957,
11111,5,8128,0.7472932934761047,0.6639582514762878,
111110,6,2054,0.5175268054008484,0.6361616253852844,
1111100,7,991,0.5156407952308655,0.6394859552383423,
11111000,8,480,0.47083333134651184,0.6316882967948914,
11111001,8,511,1.0,0.6800925731658936,
1111101,7,1063,1.0,0.6692973375320435,
11111011,8,1062,0.48022598028182983,0.66194748878479,
111111,6,6074,0.6618373394012451,0.6647555828094482,
1111110,7,2054,0.5175268054008484,0.640440821647644,
11111100,8,991,0.5156407952308655,0.626287043094635,
11111101,8,1063,1.0,0.6674033999443054,
1111111,7,4020,0.7457711696624756,0.6656405925750732,
11111110,8,1022,0.5362035036087036,0.6241973042488098,
11111111,8,2998,0.6591060757637024,0.6631428003311157,
